Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
264,C010,52,3,2/9/2023,5:35:19 AM,2/18/2023,3:43:46 PM,Katsina,Valentine's Day
265,C060,58,1,2/10/2023,9:17:18 PM,2/18/2023,6:28:33 AM,Warri,Valentine's Day
266,C038,36,1,5/12/2023,1:46:56 PM,5/13/2023,7:20:09 PM,Owerri,Birthday
267,C055,35,3,3/4/2023,1:38:57 PM,3/12/2023,3:52:00 AM,Zaria,Thanksgiving
268,C053,38,1,8/14/2023,7:45:59 AM,8/23/2023,4:53:30 PM,Borno,Birthday
269,C024,36,1,10/25/2023,1:12:12 AM,10/26/2023,5:58:13 PM,Bonny,Birthday
270,C084,21,5,8/22/2023,8:21:29 PM,9/1/2023,4:03:59 PM,Tambuwal,Burial
271,C039,36,5,6/23/2023,6:27:42 PM,6/30/2023,6:20:05 PM,Vandeikya,Birthday
272,C016,12,1,4/8/2023,9:40:05 AM,4/18/2023,8:13:56 PM,Dutse,Anniversary
273,C047,10,2,11/22/2023,4:12:35 PM,11/24/2023,1:52:48 AM,Biu,Birthday
274,C078,41,5,11/2/2023,6:37:51 AM,11/12/2023,8:53:36 PM,Port Harcourt,Wedding
275,C028,29,1,3/2/2023,4:13:47 AM,3/5/2023,1:17:39 AM,Birnin Kebbi,Thanksgiving
276,C065,15,2,5/28/2023,1:34:06 AM,6/1/2023,7:05:33 AM,Zaria,Anniversary
277,C062,34,5,8/23/2023,7:16:40 PM,8/29/2023,3:50:18 PM,Azare,Burial
278,C044,1,2,6/20/2023,11:33:52 PM,6/24/2023,5:42:44 AM,Oshogbo,All Occasions
279,C067,23,4,11/24/2023,9:14:46 AM,11/26/2023,5:51:23 PM,Akure,Anniversary
280,C003,19,3,2/7/2023,5:44:47 PM,2/12/2023,4:31:05 PM,Ondo,Valentine's Day
281,C008,15,3,9/21/2023,8:36:47 PM,9/25/2023,10:27:14 AM,Ibadan,Anniversary
282,C092,41,2,11/11/2023,10:20:49 AM,11/19/2023,10:11:40 PM,Yauri,Wedding
283,C086,23,2,11/23/2023,2:51:34 AM,11/30/2023,6:21:40 PM,Ede,Anniversary
284,C057,17,1,8/10/2023,4:13:04 PM,8/16/2023,11:21:57 AM,Katsina-Ala,Anniversary
285,C082,7,5,2/26/2023,5:26:44 PM,3/1/2023,12:52:20 PM,Otupko,Thanksgiving
286,C098,50,3,3/6/2023,8:05:40 PM,3/12/2023,2:41:27 AM,Funtua,Thanksgiving
287,C011,7,5,3/3/2023,4:54:04 AM,3/6/2023,3:39:57 PM,Wurno,Thanksgiving
288,C035,34,2,8/21/2023,3:58:58 PM,8/23/2023,8:42:36 PM,Abuja,Burial
289,C018,30,4,8/29/2023,11:40:01 PM,9/6/2023,2:50:06 AM,Borno,Anniversary
290,C079,69,3,3/6/2023,10:27:18 AM,3/10/2023,2:33:34 PM,Plateau,Thanksgiving
291,C072,49,2,2/10/2023,12:12:40 AM,2/11/2023,10:52:51 PM,Ijebu Igbo,Valentine's Day
292,C053,54,1,9/27/2023,10:43:35 PM,10/3/2023,1:44:47 AM,Borno,Anniversary
293,C003,1,4,9/4/2023,4:03:47 AM,9/9/2023,6:10:36 PM,Ondo,All Occasions
294,C047,26,5,3/1/2023,9:04:18 PM,3/3/2023,7:44:54 PM,Biu,Thanksgiving
295,C079,18,1,5/29/2023,3:54:09 PM,6/2/2023,10:06:42 AM,Plateau,Birthday
296,C081,70,5,4/1/2023,11:55:14 AM,4/11/2023,7:33:46 PM,Oyo,Birthday
297,C047,13,3,2/28/2023,8:15:29 PM,3/5/2023,8:52:27 PM,Biu,Thanksgiving
298,C057,3,1,2/11/2023,11:06:29 PM,2/12/2023,2:17:43 AM,Katsina-Ala,Valentine's Day
299,C091,8,5,11/8/2023,11:51:21 AM,11/17/2023,1:17:51 PM,Ijebu Igbo,Anniversary
300,C032,22,1,8/29/2023,7:20:05 PM,9/8/2023,6:25:16 PM,Akure,All Occasions
301,C070,6,3,2/27/2023,6:24:22 AM,3/4/2023,4:52:16 PM,Shendam,Thanksgiving
302,C071,25,4,10/24/2023,1:53:05 PM,10/25/2023,5:13:25 PM,Talata Mafara,Anniversary
303,C051,14,1,11/20/2023,6:42:57 AM,11/29/2023,7:08:02 AM,Bauchi,Birthday
304,C088,67,3,3/12/2023,9:24:28 AM,3/19/2023,11:09:37 PM,Asaba,Anniversary
305,C003,26,1,3/2/2023,12:10:44 AM,3/10/2023,2:01:05 PM,Ondo,Thanksgiving
306,C085,49,4,2/4/2023,11:35:51 AM,2/12/2023,6:38:00 AM,Owo,Valentine's Day
307,C042,3,1,2/4/2023,9:37:54 PM,2/8/2023,11:28:10 AM,Ilorin,Valentine's Day
308,C005,57,1,3/9/2023,7:54:11 AM,3/12/2023,12:11:24 PM,Jos,Birthday
309,C071,60,4,11/10/2023,6:38:43 AM,11/13/2023,5:14:33 AM,Talata Mafara,Wedding
310,C061,38,3,8/20/2023,12:24:22 PM,8/24/2023,3:42:48 PM,Gombe,Birthday
311,C051,39,2,9/2/2023,9:26:47 AM,9/12/2023,5:51:43 PM,Bauchi,All Occasions
312,C044,9,1,8/22/2023,6:27:36 PM,8/27/2023,6:01:14 AM,Oshogbo,Burial
313,C056,30,2,7/22/2023,7:24:29 PM,7/26/2023,6:06:13 AM,Idah,Anniversary
314,C029,43,4,11/5/2023,11:48:41 AM,11/15/2023,4:55:25 AM,Oyo,Wedding
315,C063,26,5,3/6/2023,2:21:31 PM,3/9/2023,7:20:21 PM,Awka,Thanksgiving
316,C048,2,5,2/11/2023,9:35:05 PM,2/15/2023,7:21:50 AM,Otupko,Valentine's Day
317,C014,29,3,3/7/2023,6:51:27 PM,3/15/2023,4:12:50 PM,Keffi,Thanksgiving
318,C038,26,5,3/7/2023,12:15:49 PM,3/11/2023,3:59:47 PM,Owerri,Thanksgiving
319,C044,64,1,8/20/2023,6:23:07 AM,8/26/2023,10:44:23 PM,Oshogbo,Burial
320,C007,13,1,3/1/2023,7:49:55 AM,3/8/2023,8:38:21 AM,Ijebu Igbo,Thanksgiving
321,C049,12,5,3/8/2023,11:27:05 AM,3/17/2023,9:51:43 AM,Nasarawa,Anniversary
322,C056,15,1,4/11/2023,8:32:11 AM,4/15/2023,3:30:27 AM,Idah,Anniversary
323,C013,23,2,2/9/2023,6:13:04 PM,2/10/2023,10:22:35 AM,Lafia,Anniversary
324,C073,14,2,2/2/2023,6:47:28 PM,2/11/2023,3:34:54 PM,Kaduna,Birthday
325,C091,27,5,8/25/2023,6:30:45 PM,9/4/2023,8:02:37 PM,Ijebu Igbo,Burial
326,C088,34,3,8/27/2023,3:39:05 PM,9/3/2023,3:33:32 PM,Asaba,Burial
327,C048,51,1,9/24/2023,9:29:05 AM,9/26/2023,8:09:05 PM,Otupko,All Occasions
328,C024,23,3,4/17/2023,5:51:38 PM,4/22/2023,8:59:18 AM,Bonny,Anniversary
329,C095,17,3,8/26/2023,2:22:03 AM,9/4/2023,3:08:52 AM,Ijebu Ode,Anniversary
330,C059,59,2,8/24/2023,8:25:09 PM,9/1/2023,12:26:20 PM,Damaturu,Burial
331,C023,41,5,11/4/2023,9:49:56 PM,11/5/2023,2:13:32 PM,Gusau,Wedding
332,C052,20,5,4/11/2023,8:14:13 PM,4/18/2023,2:10:44 PM,Benin City,Anniversary
333,C100,22,5,2/9/2023,6:19:15 AM,2/10/2023,3:46:29 AM,Tambuwal,All Occasions
334,C066,53,1,8/28/2023,9:19:46 PM,9/1/2023,10:03:03 PM,Sagamu,Burial
335,C013,17,2,11/6/2023,2:09:35 AM,11/8/2023,2:23:24 AM,Lafia,Anniversary
336,C069,53,1,8/20/2023,4:32:24 AM,8/25/2023,7:54:17 PM,Ede,Burial
337,C008,24,3,5/16/2023,2:21:12 PM,5/22/2023,8:26:13 PM,Ibadan,Birthday
338,C087,21,3,8/20/2023,2:15:51 PM,8/28/2023,1:34:07 AM,Dutse,Burial
339,C083,8,1,9/20/2023,8:07:19 PM,9/29/2023,10:50:19 AM,Oshogbo,Anniversary
340,C076,38,3,7/14/2023,7:53:01 AM,7/22/2023,2:56:01 AM,Kano,Birthday
341,C028,9,2,8/20/2023,2:54:35 PM,8/30/2023,10:32:13 PM,Birnin Kebbi,Burial
342,C062,36,5,11/3/2023,4:03:43 AM,11/8/2023,4:26:16 PM,Azare,Birthday
343,C006,66,3,3/6/2023,2:12:40 PM,3/9/2023,9:27:05 AM,Zaria,Thanksgiving
344,C020,28,5,8/29/2023,5:06:22 PM,9/3/2023,6:28:07 AM,Kaura Namoda,Burial
345,C056,45,4,9/15/2023,3:40:42 PM,9/23/2023,11:11:31 PM,Idah,Birthday
346,C090,50,1,3/4/2023,11:24:17 PM,3/12/2023,4:46:34 PM,Kano,Thanksgiving
347,C034,34,2,8/29/2023,9:46:21 AM,9/8/2023,8:37:09 AM,Hadejia,Burial
348,C060,30,2,11/28/2023,8:33:37 PM,12/7/2023,12:02:59 PM,Warri,Anniversary
349,C017,44,4,11/11/2023,3:32:37 AM,11/12/2023,10:31:13 AM,Biu,Wedding
350,C020,19,3,2/13/2023,12:22:57 PM,2/22/2023,4:26:10 PM,Kaura Namoda,Valentine's Day
351,C099,1,1,1/16/2023,3:11:07 PM,1/25/2023,10:29:59 PM,Biu,All Occasions
352,C080,28,1,8/23/2023,11:49:45 PM,9/2/2023,9:14:52 AM,Ikare,Burial
353,C089,55,2,8/21/2023,9:43:27 AM,8/24/2023,2:12:14 PM,Owo,Burial
354,C087,13,5,2/26/2023,5:25:28 PM,3/6/2023,9:43:32 AM,Dutse,Thanksgiving
355,C099,10,1,12/24/2023,4:52:44 AM,1/2/2024,9:38:33 AM,Biu,Birthday
356,C028,14,1,7/8/2023,12:41:40 AM,7/9/2023,4:31:42 AM,Birnin Kebbi,Birthday
357,C063,62,4,3/3/2023,8:01:18 PM,3/13/2023,8:55:34 PM,Awka,Thanksgiving
358,C040,55,1,8/20/2023,4:53:29 PM,8/25/2023,1:30:37 PM,Birnin Kebbi,Burial
359,C052,47,2,2/28/2023,12:13:36 PM,3/5/2023,8:31:30 PM,Benin City,Thanksgiving
360,C099,41,1,11/6/2023,3:11:57 AM,11/9/2023,5:45:31 PM,Biu,Wedding
361,C049,47,4,3/3/2023,6:09:56 AM,3/11/2023,8:33:10 AM,Nasarawa,Thanksgiving
362,C041,31,2,3/10/2023,3:40:01 AM,3/17/2023,10:35:23 AM,Abeokuta,All Occasions
363,C022,15,2,11/27/2023,7:01:01 PM,12/5/2023,1:50:36 AM,Dutse,Anniversary
364,C003,43,3,11/8/2023,6:09:01 AM,11/9/2023,4:37:33 AM,Ondo,Wedding
365,C028,8,5,6/1/2023,3:31:47 PM,6/4/2023,10:15:29 AM,Birnin Kebbi,Anniversary
366,C033,3,3,2/8/2023,11:15:47 PM,2/16/2023,10:51:38 AM,Awka,Valentine's Day
367,C010,47,5,3/3/2023,12:44:09 AM,3/12/2023,3:05:03 PM,Katsina,Thanksgiving
368,C042,6,3,3/4/2023,11:03:22 PM,3/6/2023,2:52:10 AM,Ilorin,Thanksgiving
369,C014,63,3,8/7/2023,7:23:44 AM,8/15/2023,4:28:30 AM,Keffi,All Occasions
370,C073,54,2,7/9/2023,5:57:39 AM,7/13/2023,7:01:40 PM,Kaduna,Anniversary
371,C090,23,4,5/15/2023,1:27:58 AM,5/19/2023,10:28:47 AM,Kano,Anniversary
372,C006,25,3,11/8/2023,7:04:25 PM,11/18/2023,6:28:46 PM,Zaria,Anniversary
373,C026,65,2,6/7/2023,8:49:11 PM,6/10/2023,11:57:40 PM,Kaduna,All Occasions
374,C087,4,1,11/7/2023,7:47:32 AM,11/9/2023,10:32:44 PM,Dutse,Wedding
375,C091,46,1,2/11/2023,4:16:25 AM,2/20/2023,7:37:38 PM,Ijebu Igbo,Anniversary
376,C097,10,2,5/14/2023,8:18:32 PM,5/19/2023,11:48:02 PM,Ondo,Birthday
377,C013,55,4,8/26/2023,8:34:06 AM,8/31/2023,11:47:09 AM,Lafia,Burial
378,C040,6,2,3/1/2023,11:30:20 AM,3/8/2023,7:26:52 PM,Birnin Kebbi,Thanksgiving
379,C078,66,1,3/3/2023,11:31:41 PM,3/6/2023,10:44:03 AM,Port Harcourt,Thanksgiving
380,C009,60,4,11/8/2023,1:33:02 PM,11/15/2023,11:40:37 PM,Degema,Wedding
381,C013,25,3,1/25/2023,6:30:03 PM,1/28/2023,6:21:06 AM,Lafia,Anniversary
382,C003,24,1,6/3/2023,10:02:19 AM,6/13/2023,9:53:48 PM,Ondo,Birthday
383,C016,37,1,11/6/2023,12:16:45 AM,11/8/2023,8:09:52 PM,Dutse,Wedding
384,C004,25,3,5/11/2023,4:57:57 PM,5/15/2023,1:57:13 PM,Gusau,Anniversary
385,C002,50,4,3/3/2023,1:16:01 AM,3/8/2023,10:46:18 AM,Ede,Thanksgiving
386,C091,5,4,6/4/2023,12:47:45 PM,6/14/2023,9:34:41 PM,Ijebu Igbo,All Occasions
387,C061,1,2,4/30/2023,5:38:25 AM,5/9/2023,2:15:58 AM,Gombe,All Occasions
388,C066,36,2,11/10/2023,12:15:10 AM,11/18/2023,10:37:06 AM,Sagamu,Birthday
389,C061,29,2,3/6/2023,3:26:18 AM,3/16/2023,6:13:40 PM,Gombe,Thanksgiving
390,C043,26,4,3/3/2023,3:40:56 PM,3/10/2023,11:02:07 PM,Minna,Thanksgiving
391,C083,22,4,12/29/2023,1:44:06 PM,1/7/2024,12:58:41 PM,Oshogbo,All Occasions
392,C085,4,2,11/5/2023,3:18:55 AM,11/6/2023,6:53:09 PM,Owo,Wedding
393,C087,17,5,11/14/2023,11:01:18 AM,11/22/2023,4:10:46 PM,Dutse,Anniversary
394,C028,38,5,3/23/2023,4:26:37 AM,3/31/2023,7:25:58 PM,Birnin Kebbi,Birthday
395,C067,26,2,3/3/2023,11:14:54 PM,3/6/2023,6:32:37 PM,Akure,Thanksgiving
396,C068,10,5,3/15/2023,3:30:58 PM,3/16/2023,1:45:01 AM,Tambuwal,Birthday
397,C034,4,5,11/9/2023,6:48:09 AM,11/14/2023,1:32:34 PM,Hadejia,Wedding
398,C080,54,1,5/5/2023,8:45:21 AM,5/15/2023,10:01:43 AM,Ikare,Anniversary
399,C008,68,1,2/8/2023,6:21:47 AM,2/15/2023,7:08:14 AM,Ibadan,Valentine's Day
400,C083,45,3,5/7/2023,2:05:01 PM,5/15/2023,6:10:53 PM,Oshogbo,Birthday
401,C089,9,5,8/29/2023,7:53:33 PM,9/4/2023,7:19:07 AM,Owo,Burial
402,C037,29,1,3/5/2023,4:42:29 PM,3/8/2023,1:32:50 PM,Bonny,Thanksgiving
403,C075,57,1,1/6/2023,11:45:28 AM,1/16/2023,8:13:26 PM,Yola,Birthday
404,C055,21,5,8/22/2023,7:55:20 AM,8/24/2023,10:27:19 PM,Zaria,Burial
405,C033,49,1,2/10/2023,11:05:14 PM,2/18/2023,2:47:38 PM,Awka,Valentine's Day
406,C049,55,4,8/25/2023,3:59:17 PM,9/2/2023,6:23:53 AM,Nasarawa,Burial
407,C074,69,3,2/26/2023,8:52:11 AM,2/28/2023,4:09:44 AM,Ibadan,Thanksgiving
408,C063,31,2,3/5/2023,12:19:26 PM,3/11/2023,4:41:38 AM,Awka,All Occasions
409,C049,50,4,2/26/2023,5:43:59 PM,2/28/2023,7:44:57 PM,Nasarawa,Thanksgiving
410,C025,24,1,1/1/2023,8:20:49 PM,1/2/2023,5:57:06 AM,Ogun,Birthday
411,C006,48,1,11/5/2023,4:31:34 PM,11/8/2023,7:21:26 AM,Zaria,Wedding
412,C081,67,2,10/28/2023,9:28:24 AM,10/31/2023,11:14:27 PM,Oyo,Anniversary
413,C050,59,5,8/22/2023,5:32:17 AM,8/30/2023,8:21:11 PM,Ikare,Burial
414,C034,7,4,2/28/2023,9:18:11 PM,3/7/2023,1:07:31 AM,Hadejia,Thanksgiving
415,C065,14,4,6/8/2023,8:08:30 PM,6/10/2023,1:20:56 AM,Zaria,Birthday
416,C006,58,5,2/12/2023,4:41:02 PM,2/17/2023,9:37:01 AM,Zaria,Valentine's Day
417,C004,62,4,3/7/2023,10:40:40 PM,3/11/2023,5:56:33 AM,Gusau,Thanksgiving
418,C069,64,3,8/24/2023,1:17:22 PM,9/1/2023,11:37:10 AM,Ede,Burial
419,C065,47,3,3/5/2023,5:18:51 PM,3/11/2023,1:53:36 PM,Zaria,Thanksgiving
420,C039,6,3,2/27/2023,8:36:20 AM,2/28/2023,12:07:29 AM,Vandeikya,Thanksgiving
421,C066,38,4,8/8/2023,8:16:30 PM,8/12/2023,7:04:00 PM,Sagamu,Birthday
422,C044,53,2,8/20/2023,3:03:58 AM,8/29/2023,4:05:39 AM,Oshogbo,Burial
423,C067,19,1,2/11/2023,4:46:58 PM,2/17/2023,12:10:05 AM,Akure,Valentine's Day
424,C072,7,4,3/1/2023,3:04:56 AM,3/9/2023,10:27:03 AM,Ijebu Igbo,Thanksgiving
425,C071,56,1,9/30/2023,12:02:06 AM,10/9/2023,10:59:28 PM,Talata Mafara,Anniversary
426,C073,2,2,2/13/2023,10:59:54 PM,2/17/2023,1:51:00 PM,Kaduna,Valentine's Day
427,C042,48,5,11/3/2023,7:56:32 AM,11/13/2023,10:46:12 PM,Ilorin,Wedding
428,C038,10,2,12/6/2023,3:32:38 AM,12/12/2023,7:37:01 PM,Owerri,Birthday
429,C007,9,5,8/22/2023,10:46:57 PM,8/31/2023,12:43:52 PM,Ijebu Igbo,Burial
430,C045,27,2,8/27/2023,7:20:30 AM,8/31/2023,10:03:32 AM,Sokoto,Burial
431,C057,1,4,12/13/2023,7:13:43 PM,12/19/2023,9:02:24 PM,Katsina-Ala,All Occasions
432,C092,12,4,1/5/2023,12:09:27 PM,1/13/2023,7:40:38 PM,Yauri,Anniversary
433,C068,7,5,2/26/2023,11:33:51 PM,3/2/2023,4:19:56 AM,Tambuwal,Thanksgiving
434,C020,51,4,11/28/2023,7:23:06 AM,11/29/2023,7:43:32 PM,Kaura Namoda,All Occasions
435,C017,53,4,8/22/2023,5:27:30 PM,8/27/2023,12:35:14 PM,Biu,Burial
436,C058,8,1,1/27/2023,6:08:00 AM,2/3/2023,8:15:49 AM,Okene,Anniversary
437,C010,55,1,8/24/2023,6:30:47 AM,8/27/2023,10:56:38 PM,Katsina,Burial
438,C037,34,2,8/26/2023,9:27:17 AM,8/27/2023,3:18:31 AM,Bonny,Burial
439,C037,12,3,12/13/2023,8:56:11 AM,12/22/2023,12:51:06 PM,Bonny,Anniversary
440,C018,13,4,3/7/2023,9:33:31 AM,3/9/2023,1:21:29 AM,Borno,Thanksgiving
441,C052,26,2,2/26/2023,11:23:56 AM,3/6/2023,4:38:50 PM,Benin City,Thanksgiving
442,C023,3,3,2/8/2023,6:03:20 PM,2/15/2023,8:05:39 AM,Gusau,Valentine's Day
443,C046,49,3,2/4/2023,10:22:19 PM,2/13/2023,2:16:00 AM,Iseyin,Valentine's Day
444,C021,60,3,11/2/2023,1:01:13 AM,11/9/2023,9:54:20 AM,Port Harcourt,Wedding
445,C047,30,5,6/14/2023,8:08:42 PM,6/15/2023,2:22:27 PM,Biu,Anniversary
446,C079,33,5,2/12/2023,2:54:04 AM,2/15/2023,11:03:28 AM,Plateau,Valentine's Day
447,C032,47,4,2/27/2023,2:45:34 AM,3/4/2023,3:04:56 PM,Akure,Thanksgiving
448,C086,16,1,3/2/2023,2:42:54 AM,3/3/2023,1:42:24 PM,Ede,Thanksgiving
449,C045,49,4,2/13/2023,3:18:26 AM,2/16/2023,10:09:41 AM,Sokoto,Valentine's Day
450,C096,39,5,12/2/2023,7:58:05 AM,12/12/2023,10:09:58 AM,Azare,All Occasions
451,C079,33,5,2/7/2023,12:16:52 AM,2/13/2023,9:10:57 PM,Plateau,Valentine's Day
452,C045,70,3,7/9/2023,7:57:29 PM,7/17/2023,11:42:18 AM,Sokoto,Birthday
453,C032,27,2,8/21/2023,10:11:39 AM,8/31/2023,12:28:21 PM,Akure,Burial
454,C088,3,2,2/7/2023,11:26:49 PM,2/9/2023,1:21:56 AM,Asaba,Valentine's Day
455,C072,1,2,10/20/2023,10:33:50 PM,10/25/2023,6:04:20 PM,Ijebu Igbo,All Occasions
456,C071,33,2,2/12/2023,10:51:39 PM,2/15/2023,10:14:06 PM,Talata Mafara,Valentine's Day
457,C036,22,5,5/27/2023,1:55:39 PM,5/29/2023,4:38:25 PM,Gombe,All Occasions
458,C054,32,2,7/19/2023,5:21:30 PM,7/24/2023,8:32:44 PM,Ondo,Birthday
459,C093,12,2,3/29/2023,7:24:55 AM,3/30/2023,7:34:31 AM,Bonny,Anniversary
460,C007,29,2,3/4/2023,7:58:33 AM,3/6/2023,12:07:26 AM,Ijebu Igbo,Thanksgiving
461,C083,12,4,6/22/2023,8:12:37 AM,6/27/2023,2:52:56 PM,Oshogbo,Anniversary
462,C069,60,5,11/4/2023,6:10:06 PM,11/13/2023,2:20:14 PM,Ede,Wedding
463,C078,18,3,9/24/2023,10:23:47 PM,9/30/2023,12:52:03 AM,Port Harcourt,Birthday
464,C014,18,3,7/5/2023,3:04:25 AM,7/8/2023,1:38:45 PM,Keffi,Birthday
465,C029,55,5,8/23/2023,11:46:12 PM,8/26/2023,1:29:11 PM,Oyo,Burial
466,C053,23,1,10/3/2023,1:58:22 PM,10/11/2023,9:59:41 AM,Borno,Anniversary
467,C056,53,1,8/28/2023,2:18:44 PM,9/2/2023,3:20:11 PM,Idah,Burial
468,C007,5,2,7/25/2023,7:57:26 AM,8/4/2023,1:24:47 AM,Ijebu Igbo,All Occasions
469,C051,42,4,12/15/2023,7:06:00 AM,12/19/2023,12:56:49 PM,Bauchi,All Occasions
470,C031,47,5,2/28/2023,5:34:04 PM,3/6/2023,3:29:29 PM,Hadejia,Thanksgiving
471,C092,23,2,1/31/2023,12:09:01 PM,2/10/2023,5:50:06 AM,Yauri,Anniversary
472,C015,56,1,12/24/2023,7:32:38 AM,12/30/2023,10:46:18 PM,Gombe,Anniversary
473,C061,22,3,3/28/2023,8:13:57 AM,4/4/2023,3:44:18 PM,Gombe,All Occasions
474,C051,1,4,2/7/2023,6:31:59 AM,2/14/2023,2:00:07 AM,Bauchi,All Occasions
475,C099,46,2,12/4/2023,7:21:23 AM,12/8/2023,1:32:22 PM,Biu,Anniversary
476,C067,40,2,9/18/2023,1:17:18 AM,9/20/2023,5:53:14 PM,Akure,Anniversary
477,C099,33,4,2/12/2023,5:18:09 PM,2/14/2023,3:11:52 AM,Biu,Valentine's Day
478,C003,11,5,2/8/2023,1:11:21 AM,2/9/2023,9:50:19 AM,Ondo,Valentine's Day
479,C071,11,1,2/7/2023,5:48:21 PM,2/11/2023,10:48:13 AM,Talata Mafara,Valentine's Day
480,C059,62,4,3/6/2023,4:29:31 AM,3/16/2023,10:19:33 PM,Damaturu,Thanksgiving
481,C044,12,5,8/21/2023,12:00:53 AM,8/25/2023,6:36:25 PM,Oshogbo,Anniversary
482,C050,23,3,6/5/2023,8:33:38 PM,6/14/2023,8:56:35 PM,Ikare,Anniversary
483,C007,59,2,8/28/2023,6:25:03 AM,8/31/2023,5:06:02 AM,Ijebu Igbo,Burial
484,C034,1,5,5/26/2023,7:03:55 PM,6/3/2023,7:32:17 PM,Hadejia,All Occasions
485,C029,43,4,11/6/2023,7:20:24 PM,11/14/2023,7:27:14 PM,Oyo,Wedding
486,C030,24,1,7/25/2023,2:34:30 PM,7/30/2023,4:58:35 PM,Ondo,Birthday
487,C053,51,1,1/5/2023,4:46:57 PM,1/9/2023,4:28:18 AM,Borno,All Occasions
488,C025,21,4,8/28/2023,10:13:30 PM,8/29/2023,5:26:49 AM,Ogun,Burial
489,C072,10,1,8/28/2023,10:26:56 PM,9/2/2023,4:30:46 AM,Ijebu Igbo,Birthday
490,C075,2,1,2/12/2023,12:28:03 PM,2/14/2023,12:27:19 PM,Yola,Valentine's Day
491,C095,30,1,10/24/2023,6:14:34 AM,11/2/2023,10:59:20 PM,Ijebu Ode,Anniversary
492,C047,33,2,2/4/2023,1:54:25 PM,2/13/2023,12:04:33 PM,Biu,Valentine's Day
493,C035,11,1,2/5/2023,10:11:24 PM,2/6/2023,3:43:11 PM,Abuja,Valentine's Day
494,C082,7,4,2/28/2023,3:11:22 AM,3/8/2023,7:06:48 PM,Otupko,Thanksgiving
495,C007,20,1,8/28/2023,5:42:29 PM,8/29/2023,10:51:31 PM,Ijebu Igbo,Anniversary
496,C021,11,4,2/9/2023,2:31:57 PM,2/16/2023,1:05:41 PM,Port Harcourt,Valentine's Day
497,C081,64,2,8/29/2023,8:14:01 PM,9/1/2023,4:42:56 AM,Oyo,Burial
498,C100,19,4,2/13/2023,9:34:44 PM,2/20/2023,9:14:24 PM,Tambuwal,Valentine's Day
499,C031,59,1,8/27/2023,12:09:20 PM,9/2/2023,10:03:32 AM,Hadejia,Burial
500,C013,61,2,6/29/2023,10:07:52 AM,7/5/2023,12:14:25 PM,Lafia,Anniversary
501,C066,46,2,9/2/2023,4:27:41 PM,9/8/2023,7:33:36 AM,Sagamu,Anniversary
502,C099,22,5,6/24/2023,5:33:20 AM,6/30/2023,12:55:44 AM,Biu,All Occasions
503,C020,34,1,8/29/2023,8:45:45 PM,9/6/2023,7:49:54 AM,Kaura Namoda,Burial
504,C058,25,1,7/14/2023,1:04:42 PM,7/24/2023,5:20:36 AM,Okene,Anniversary
505,C028,45,3,6/2/2023,1:19:25 PM,6/5/2023,1:59:32 AM,Birnin Kebbi,Birthday
506,C058,55,4,8/27/2023,8:52:04 AM,9/2/2023,11:43:24 AM,Okene,Burial
507,C028,13,4,3/7/2023,12:28:11 AM,3/13/2023,8:11:36 PM,Birnin Kebbi,Thanksgiving
508,C035,69,1,2/26/2023,5:29:28 PM,3/4/2023,7:11:06 AM,Abuja,Thanksgiving
509,C003,13,5,3/5/2023,12:48:55 PM,3/9/2023,7:47:16 AM,Ondo,Thanksgiving
510,C017,54,5,12/8/2023,1:00:05 PM,12/17/2023,6:14:47 AM,Biu,Anniversary
511,C055,47,2,2/27/2023,12:58:05 PM,3/4/2023,12:46:11 AM,Zaria,Thanksgiving
512,C008,41,1,11/5/2023,2:42:41 AM,11/11/2023,1:10:40 PM,Ibadan,Wedding
513,C088,1,4,3/27/2023,9:57:32 AM,4/2/2023,1:56:41 PM,Asaba,All Occasions
514,C090,24,1,1/1/2023,9:56:10 AM,1/9/2023,5:56:52 PM,Kano,Birthday
515,C078,14,5,10/21/2023,11:22:39 PM,10/27/2023,2:59:49 PM,Port Harcourt,Birthday
516,C020,22,2,7/5/2023,8:52:56 PM,7/6/2023,1:06:20 AM,Kaura Namoda,All Occasions
517,C064,60,5,11/9/2023,1:01:13 AM,11/17/2023,7:04:55 PM,Hadejia,Wedding
518,C045,45,3,4/9/2023,4:46:41 AM,4/15/2023,7:40:46 PM,Sokoto,Birthday
519,C014,52,4,2/7/2023,11:10:38 PM,2/15/2023,6:40:20 AM,Keffi,Valentine's Day
520,C026,14,5,4/7/2023,4:43:51 AM,4/8/2023,8:21:40 AM,Kaduna,Birthday
521,C062,33,5,2/4/2023,9:00:17 PM,2/8/2023,2:28:38 AM,Azare,Valentine's Day
522,C011,50,3,2/27/2023,9:04:28 PM,3/8/2023,1:34:50 AM,Wurno,Thanksgiving
523,C071,30,3,7/2/2023,1:37:08 PM,7/9/2023,3:38:36 PM,Talata Mafara,Anniversary
524,C084,45,1,8/15/2023,1:54:54 PM,8/22/2023,12:29:47 PM,Tambuwal,Birthday
525,C033,16,2,3/2/2023,8:06:08 PM,3/11/2023,10:22:35 PM,Awka,Thanksgiving
526,C008,13,5,3/2/2023,6:06:20 AM,3/8/2023,1:35:05 AM,Ibadan,Thanksgiving
